STATE_NAME,STATE_CODE,AGE_GROUP,CAUSE_OF_DEATH,TOTAL_DEATHS,TOTAL_POPULATION
Georgia,13,(All),Diabetes,2365,10617423
North Carolina,37,(All),Heart Diseases,20579,10488084
Wyoming,56,(All),Other Accidents,246,550400
Washington,53,(All),Motor Vehicle Accidents,691,7614893
New Hampshire,33,(All),Alzheimer & Brain Degeneration Disease,595,1359711
Hawaii,15,(All),Diabetes,306,1415872
South Carolina,45,(All),Alzheimer & Brain Degeneration Disease,3061,5148714
Vermont,50,(All),Stroke,260,536369
Kansas,20,(All),Alzheimer & Brain Degeneration Disease,1334,2913314
Arkansas,5,(All),Heart Diseases,8973,3017804
South Dakota,46,(All),Heart Diseases,1909,884659
Connecticut,9,(All),Other Accidents,1888,3565287
Mississippi,28,(All),Stroke,1839,2976149
Rhode Island,44,(All),Alzheimer & Brain Degeneration Disease,485,1015358
Alabama,1,(All),Kidney Disease,1268,4903185
Iowa,19,(All),COVID-19,4333,3155070
Michigan,26,(All),Other Accidents,4307,9986857
Pennsylvania,42,(All),Motor Vehicle Accidents,1179,12801989
New York,36,(All),Heart Diseases,46546,19453561
Minnesota,27,(All),Motor Vehicle Accidents,471,5639632
District of Columbia,11,(All),Heart Diseases,1238,669933
Delaware,10,(All),Other Causes,1490,973764
New Mexico,35,(All),Other Causes,4623,2096829
New Jersey,34,(All),Heart Diseases,19564,8882190
Colorado,8,(All),Other Causes,9914,5758736
Massachusetts,25,(All),Cancer,12578,6892503
Alaska,2,(All),Other Accidents,298,731545
Virginia,51,(All),Heart Diseases,15848,8535519
Indiana,18,(All),Chronic Respiratory Diseases,4619,6732219
Maryland,24,(All),Cancer,10741,6045680
Idaho,16,(All),Kidney Disease,178,1787065
Nevada,32,(All),Diabetes,829,3080156
Texas,48,(All),Motor Vehicle Accidents,4035,28995881
Illinois,17,(All),Motor Vehicle Accidents,1193,12671821
Oregon,41,(All),Other Accidents,1621,4217737
North Dakota,38,(All),Stroke,299,762062
Louisiana,22,(All),Kidney Disease,1144,4648794
Wisconsin,55,(All),Influenza & Pneumonia,741,5822434
Nebraska,31,(All),Stroke,758,1934408
Ohio,39,(All),Kidney Disease,2342,11689100
Montana,30,(All),Kidney Disease,124,1068778
Maine,23,(All),Other Accidents,846,1292710
Tennessee,47,(All),Other Accidents,3608,6829174
California,6,(All),Kidney Disease,4134,39512223
Missouri,29,(All),Alzheimer & Brain Degeneration Disease,3367,6137428
Oklahoma,40,(All),Heart Diseases,11281,3956971
Arizona,4,(All),Influenza & Pneumonia,941,7278717
West Virginia,54,(All),Alzheimer & Brain Degeneration Disease,1002,1792147
Utah,49,(All),Motor Vehicle Accidents,259,3205958
Florida,12,(All),Chronic Respiratory Diseases,11999,21477737
Georgia,13,(All),Heart Diseases,20670,10617423
North Carolina,37,(All),Stroke,5184,10488084
Wyoming,56,(All),Motor Vehicle Accidents,106,550400
Washington,53,(All),Alzheimer & Brain Degeneration Disease,4451,7614893
New Hampshire,33,(All),Influenza & Pneumonia,190,1359711
Hawaii,15,(All),Stroke,793,1415872
South Carolina,45,(All),Cancer,10481,5148714
Vermont,50,(All),Kidney Disease,14,536369
Kansas,20,(All),Influenza & Pneumonia,507,2913314
Arkansas,5,(All),Other Accidents,932,3017804
South Dakota,46,(All),Diabetes,281,884659
Connecticut,9,(All),Heart Diseases,7634,3565287
Mississippi,28,(All),Other Causes,6150,2976149
Rhode Island,44,(All),Chronic Respiratory Diseases,495,1015358
Alabama,1,(All),Heart Diseases,14019,4903185
Iowa,19,(All),Stroke,1404,3155070
Michigan,26,(All),Diabetes,2909,9986857
Pennsylvania,42,(All),Other Causes,35192,12801989
New York,36,(All),Cancer,33648,19453561
Minnesota,27,(All),Heart Diseases,9073,5639632
District of Columbia,11,(All),Influenza & Pneumonia,70,669933
Delaware,10,(All),COVID-19,988,973764
New Mexico,35,(All),Motor Vehicle Accidents,397,2096829
New Jersey,34,(All),COVID-19,16495,8882190
Colorado,8,(All),Heart Diseases,8118,5758736
Massachusetts,25,(All),Other Accidents,3598,6892503
Alaska,2,(All),Alzheimer & Brain Degeneration Disease,145,731545
Virginia,51,(All),Stroke,3817,8535519
Indiana,18,(All),Influenza & Pneumonia,917,6732219
Maryland,24,(All),Heart Diseases,12333,6045680
Idaho,16,(All),Influenza & Pneumonia,212,1787065
Nevada,32,(All),Kidney Disease,291,3080156
Texas,48,(All),Chronic Respiratory Diseases,10785,28995881
Illinois,17,(All),Other Causes,26340,12671821
Oregon,41,(All),Chronic Respiratory Diseases,2103,4217737
North Dakota,38,(All),Motor Vehicle Accidents,85,762062
Louisiana,22,(All),Alzheimer & Brain Degeneration Disease,2628,4648794
Wisconsin,55,(All),Alzheimer & Brain Degeneration Disease,2709,5822434
Nebraska,31,(All),Motor Vehicle Accidents,265,1934408
Ohio,39,(All),Heart Diseases,30512,11689100
Montana,30,(All),Chronic Respiratory Diseases,749,1068778
Maine,23,(All),Diabetes,466,1292710
Tennessee,47,(All),Motor Vehicle Accidents,1212,6829174
California,6,(All),Diabetes,9852,39512223
Missouri,29,(All),Other Accidents,2929,6137428
Oklahoma,40,(All),Motor Vehicle Accidents,703,3956971
Arizona,4,(All),Diabetes,2169,7278717
West Virginia,54,(All),Other Causes,5050,1792147
Utah,49,(All),COVID-19,1360,3205958
Florida,12,(All),Kidney Disease,3553,21477737
Georgia,13,(All),COVID-19,9448,10617423
North Carolina,37,(All),Cancer,19950,10488084
Wyoming,56,(All),Chronic Respiratory Diseases,375,550400
Washington,53,(All),Diabetes,1837,7614893
New Hampshire,33,(All),Other Causes,2772,1359711
Hawaii,15,(All),Kidney Disease,200,1415872
South Carolina,45,(All),Chronic Respiratory Diseases,2893,5148714
Vermont,50,(All),Chronic Respiratory Diseases,340,536369
Kansas,20,(All),Kidney Disease,576,2913314
Arkansas,5,(All),Other Causes,5906,3017804
South Dakota,46,(All),Other Causes,1249,884659
Connecticut,9,(All),Alzheimer & Brain Degeneration Disease,1149,3565287
Mississippi,28,(All),Diabetes,1154,2976149
Rhode Island,44,(All),Kidney Disease,179,1015358
Alabama,1,(All),Other Causes,12128,4903185
Iowa,19,(All),Other Causes,7136,3155070
Michigan,26,(All),Heart Diseases,26575,9986857
Pennsylvania,42,(All),Heart Diseases,33395,12801989
New York,36,(All),Kidney Disease,2657,19453561
Minnesota,27,(All),Other Accidents,2367,5639632
District of Columbia,11,(All),Cancer,1015,669933
Delaware,10,(All),Alzheimer & Brain Degeneration Disease,376,973764
New Mexico,35,(All),COVID-19,2833,2096829
New Jersey,34,(All),Cancer,15689,8882190
Colorado,8,(All),Kidney Disease,549,5758736
Massachusetts,25,(All),Heart Diseases,12409,6892503
Alaska,2,(All),Motor Vehicle Accidents,110,731545
Virginia,51,(All),Diabetes,2341,8535519
Indiana,18,(All),Alzheimer & Brain Degeneration Disease,3287,6732219
Maryland,24,(All),COVID-19,5998,6045680
Idaho,16,(All),Other Accidents,635,1787065
Nevada,32,(All),Heart Diseases,7184,3080156
Texas,48,(All),Heart Diseases,48525,28995881
Illinois,17,(All),COVID-19,15732,12671821
Oregon,41,(All),Heart Diseases,7713,4217737
North Dakota,38,(All),Diabetes,173,762062
Louisiana,22,(All),Diabetes,1455,4648794
Wisconsin,55,(All),Kidney Disease,1041,5822434
Nebraska,31,(All),Kidney Disease,269,1934408
Ohio,39,(All),Alzheimer & Brain Degeneration Disease,6112,11689100
Montana,30,(All),COVID-19,1112,1068778
Maine,23,(All),Kidney Disease,223,1292710
Tennessee,47,(All),Alzheimer & Brain Degeneration Disease,4689,6829174
California,6,(All),COVID-19,31327,39512223
Missouri,29,(All),Diabetes,1654,6137428
Oklahoma,40,(All),Other Causes,7935,3956971
Arizona,4,(All),Stroke,2838,7278717
West Virginia,54,(All),Cancer,4599,1792147
Utah,49,(All),Other Accidents,993,3205958
Florida,12,(All),Diabetes,6173,21477737
Georgia,13,(All),Stroke,4523,10617423
North Carolina,37,(All),Chronic Respiratory Diseases,5399,10488084
Wyoming,56,(All),Other Causes,877,550400
Washington,53,(All),Cancer,12953,7614893
New Hampshire,33,(All),Stroke,516,1359711
Hawaii,15,(All),Alzheimer & Brain Degeneration Disease,503,1415872
South Carolina,45,(All),Motor Vehicle Accidents,1055,5148714
Vermont,50,(All),Heart Diseases,1422,536369
Kansas,20,(All),COVID-19,3336,2913314
Arkansas,5,(All),Motor Vehicle Accidents,570,3017804
South Dakota,46,(All),Motor Vehicle Accidents,124,884659
Connecticut,9,(All),Kidney Disease,678,3565287
Mississippi,28,(All),Influenza & Pneumonia,777,2976149
Rhode Island,44,(All),Stroke,403,1015358
Alabama,1,(All),Influenza & Pneumonia,1013,4903185
Iowa,19,(All),Cancer,6328,3155070
Michigan,26,(All),Alzheimer & Brain Degeneration Disease,5165,9986857
Pennsylvania,42,(All),Influenza & Pneumonia,2468,12801989
New York,36,(All),COVID-19,35721,19453561
Minnesota,27,(All),Diabetes,1402,5639632
District of Columbia,11,(All),Motor Vehicle Accidents,11,669933
Delaware,10,(All),Cancer,2064,973764
New Mexico,35,(All),Diabetes,654,2096829
New Jersey,34,(All),Kidney Disease,1706,8882190
Colorado,8,(All),Diabetes,1036,5758736
Massachusetts,25,(All),Diabetes,1370,6892503
Alaska,2,(All),Heart Diseases,858,731545
Virginia,51,(All),Kidney Disease,1734,8535519
Indiana,18,(All),Other Causes,15887,6732219
Maryland,24,(All),Influenza & Pneumonia,818,6045680
Idaho,16,(All),Alzheimer & Brain Degeneration Disease,856,1787065
Nevada,32,(All),Stroke,1276,3080156
Texas,48,(All),Other Causes,49300,28995881
Illinois,17,(All),Alzheimer & Brain Degeneration Disease,4901,12671821
Oregon,41,(All),Alzheimer & Brain Degeneration Disease,2440,4217737
North Dakota,38,(All),Kidney Disease,86,762062
Louisiana,22,(All),Other Causes,10131,4648794
Wisconsin,55,(All),Motor Vehicle Accidents,639,5822434
Nebraska,31,(All),Diabetes,534,1934408
Ohio,39,(All),COVID-19,13596,11689100
Montana,30,(All),Other Causes,2289,1068778
Maine,23,(All),Alzheimer & Brain Degeneration Disease,648,1292710
Tennessee,47,(All),Stroke,3429,6829174
California,6,(All),Other Accidents,10847,39512223
Missouri,29,(All),Motor Vehicle Accidents,995,6137428
Oklahoma,40,(All),COVID-19,4838,3956971
Arizona,4,(All),Chronic Respiratory Diseases,3676,7278717
West Virginia,54,(All),Kidney Disease,449,1792147
Utah,49,(All),Influenza & Pneumonia,281,3205958
Florida,12,(All),Alzheimer & Brain Degeneration Disease,10788,21477737
Georgia,13,(All),Alzheimer & Brain Degeneration Disease,5756,10617423
North Carolina,37,(All),Other Accidents,4496,10488084
Wyoming,56,(All),Stroke,210,550400
Washington,53,(All),Stroke,3030,7614893
New Hampshire,33,(All),Heart Diseases,2768,1359711
Hawaii,15,(All),Influenza & Pneumonia,355,1415872
South Carolina,45,(All),COVID-19,5265,5148714
Vermont,50,(All),Other Accidents,329,536369
Kansas,20,(All),Diabetes,876,2913314
Arkansas,5,(All),Kidney Disease,693,3017804
South Dakota,46,(All),Influenza & Pneumonia,174,884659
Connecticut,9,(All),Diabetes,756,3565287
Mississippi,28,(All),Kidney Disease,809,2976149
Rhode Island,44,(All),Cancer,2192,1015358
Alabama,1,(All),Diabetes,1220,4903185
Iowa,19,(All),Diabetes,855,3155070
Michigan,26,(All),Chronic Respiratory Diseases,5781,9986857
Pennsylvania,42,(All),Kidney Disease,3217,12801989
New York,36,(All),Other Causes,37414,19453561
Minnesota,27,(All),Alzheimer & Brain Degeneration Disease,2932,5639632
District of Columbia,11,(All),Other Causes,759,669933
Delaware,10,(All),Other Accidents,577,973764
New Mexico,35,(All),Stroke,882,2096829
New Jersey,34,(All),Chronic Respiratory Diseases,3041,8882190
Colorado,8,(All),Cancer,7980,5758736
Massachusetts,25,(All),Alzheimer & Brain Degeneration Disease,2035,6892503
Alaska,2,(All),Diabetes,96,731545
Virginia,51,(All),Chronic Respiratory Diseases,3647,8535519
Indiana,18,(All),Cancer,13507,6732219
Maryland,24,(All),Stroke,3034,6045680
Idaho,16,(All),Heart Diseases,3131,1787065
Nevada,32,(All),Alzheimer & Brain Degeneration Disease,1148,3080156
Texas,48,(All),COVID-19,30834,28995881
Illinois,17,(All),Influenza & Pneumonia,2085,12671821
Oregon,41,(All),Stroke,2123,4217737
North Dakota,38,(All),Alzheimer & Brain Degeneration Disease,432,762062
Louisiana,22,(All),COVID-19,6529,4648794
Wisconsin,55,(All),Other Accidents,3437,5822434
Nebraska,31,(All),Cancer,3476,1934408
Ohio,39,(All),Motor Vehicle Accidents,1324,11689100
Montana,30,(All),Stroke,407,1068778
Maine,23,(All),Cancer,3402,1292710
Tennessee,47,(All),Heart Diseases,17536,6829174
California,6,(All),Motor Vehicle Accidents,4308,39512223
Missouri,29,(All),Influenza & Pneumonia,1025,6137428
Oklahoma,40,(All),Alzheimer & Brain Degeneration Disease,2275,3956971
Arizona,4,(All),Kidney Disease,756,7278717
West Virginia,54,(All),Chronic Respiratory Diseases,1667,1792147
Utah,49,(All),Alzheimer & Brain Degeneration Disease,1206,3205958
Florida,12,(All),Other Accidents,9918,21477737
Georgia,13,(All),Motor Vehicle Accidents,1596,10617423
North Carolina,37,(All),COVID-19,7883,10488084
Wyoming,56,(All),Cancer,1011,550400
Washington,53,(All),COVID-19,3278,7614893
New Hampshire,33,(All),Chronic Respiratory Diseases,739,1359711
Hawaii,15,(All),COVID-19,328,1415872
South Carolina,45,(All),Diabetes,1602,5148714
Vermont,50,(All),Other Causes,885,536369
Kansas,20,(All),Cancer,5603,2913314
Arkansas,5,(All),Alzheimer & Brain Degeneration Disease,2297,3017804
South Dakota,46,(All),Cancer,1726,884659
Connecticut,9,(All),Cancer,6486,3565287
Mississippi,28,(All),Chronic Respiratory Diseases,2057,2976149
Rhode Island,44,(All),Influenza & Pneumonia,166,1015358
Alabama,1,(All),Other Accidents,1691,4903185
Iowa,19,(All),Kidney Disease,441,3155070
Michigan,26,(All),Cancer,20923,9986857
Pennsylvania,42,(All),Diabetes,3647,12801989
New York,36,(All),Motor Vehicle Accidents,1176,19453561
Minnesota,27,(All),Kidney Disease,587,5639632
District of Columbia,11,(All),Chronic Respiratory Diseases,129,669933
Delaware,10,(All),Heart Diseases,2093,973764
New Mexico,35,(All),Other Accidents,1246,2096829
New Jersey,34,(All),Diabetes,1930,8882190
Colorado,8,(All),Influenza & Pneumonia,453,5758736
Massachusetts,25,(All),Kidney Disease,1380,6892503
Alaska,2,(All),Chronic Respiratory Diseases,192,731545
Virginia,51,(All),COVID-19,5812,8535519
Indiana,18,(All),Stroke,3350,6732219
Maryland,24,(All),Other Accidents,1793,6045680
Idaho,16,(All),Diabetes,416,1787065
Nevada,32,(All),Influenza & Pneumonia,443,3080156
Texas,48,(All),Alzheimer & Brain Degeneration Disease,14790,28995881
Illinois,17,(All),Diabetes,2818,12671821
Oregon,41,(All),Other Causes,9172,4217737
North Dakota,38,(All),Heart Diseases,1508,762062
Louisiana,22,(All),Heart Diseases,11564,4648794
Wisconsin,55,(All),Heart Diseases,12753,5822434
Nebraska,31,(All),Alzheimer & Brain Degeneration Disease,1009,1934408
Ohio,39,(All),Cancer,25164,11689100
Montana,30,(All),Influenza & Pneumonia,145,1068778
Maine,23,(All),Influenza & Pneumonia,285,1292710
Tennessee,47,(All),Kidney Disease,1180,6829174
California,6,(All),Stroke,16838,39512223
Missouri,29,(All),Stroke,3022,6137428
Oklahoma,40,(All),Influenza & Pneumonia,630,3956971
Arizona,4,(All),Other Causes,13306,7278717
West Virginia,54,(All),COVID-19,1478,1792147
Utah,49,(All),Chronic Respiratory Diseases,840,3205958
Florida,12,(All),Other Causes,47410,21477737
Georgia,13,(All),Other Causes,20238,10617423
North Carolina,37,(All),Other Causes,24536,10488084
Wyoming,56,(All),COVID-19,452,550400
Washington,53,(All),Kidney Disease,428,7614893
New Hampshire,33,(All),Diabetes,354,1359711
Hawaii,15,(All),Other Causes,2334,1415872
South Carolina,45,(All),Influenza & Pneumonia,660,5148714
Vermont,50,(All),Motor Vehicle Accidents,22,536369
Kansas,20,(All),Stroke,1296,2913314
Arkansas,5,(All),Influenza & Pneumonia,612,3017804
South Dakota,46,(All),Chronic Respiratory Diseases,511,884659
Connecticut,9,(All),Influenza & Pneumonia,558,3565287
Mississippi,28,(All),Cancer,6579,2976149
Rhode Island,44,(All),Other Accidents,577,1015358
Alabama,1,(All),Stroke,3132,4903185
Iowa,19,(All),Chronic Respiratory Diseases,1860,3155070
Michigan,26,(All),Kidney Disease,1999,9986857
Pennsylvania,42,(All),Stroke,6640,12801989
New York,36,(All),Other Accidents,6215,19453561
Minnesota,27,(All),Influenza & Pneumonia,522,5639632
District of Columbia,11,(All),Kidney Disease,44,669933
Delaware,10,(All),Chronic Respiratory Diseases,469,973764
New Mexico,35,(All),Heart Diseases,4334,2096829
New Jersey,34,(All),Motor Vehicle Accidents,616,8882190
Colorado,8,(All),Chronic Respiratory Diseases,2506,5758736
Massachusetts,25,(All),Motor Vehicle Accidents,407,6892503
Alaska,2,(All),Stroke,208,731545
Virginia,51,(All),Influenza & Pneumonia,1087,8535519
Indiana,18,(All),COVID-19,8517,6732219
Maryland,24,(All),Motor Vehicle Accidents,581,6045680
Idaho,16,(All),Chronic Respiratory Diseases,989,1787065
Nevada,32,(All),Cancer,5428,3080156
Texas,48,(All),Influenza & Pneumonia,3158,28995881
Illinois,17,(All),Stroke,6137,12671821
Oregon,41,(All),Diabetes,1264,4217737
North Dakota,38,(All),Other Accidents,249,762062
Louisiana,22,(All),Motor Vehicle Accidents,823,4648794
Wisconsin,55,(All),Diabetes,1541,5822434
Nebraska,31,(All),Chronic Respiratory Diseases,1109,1934408
Ohio,39,(All),Influenza & Pneumonia,1910,11689100
Montana,30,(All),Cancer,2097,1068778
Maine,23,(All),Chronic Respiratory Diseases,1012,1292710
Tennessee,47,(All),Chronic Respiratory Diseases,4547,6829174
California,6,(All),Other Causes,56275,39512223
Missouri,29,(All),COVID-19,7128,6137428
Oklahoma,40,(All),Kidney Disease,581,3956971
Arizona,4,(All),Heart Diseases,13567,7278717
West Virginia,54,(All),Diabetes,942,1792147
Utah,49,(All),Kidney Disease,343,3205958
Florida,12,(All),Heart Diseases,49827,21477737
Georgia,13,(All),Influenza & Pneumonia,1280,10617423
North Carolina,37,(All),Motor Vehicle Accidents,1676,10488084
Wyoming,56,(All),Influenza & Pneumonia,80,550400
Washington,53,(All),Influenza & Pneumonia,868,7614893
New Hampshire,33,(All),Kidney Disease,204,1359711
Hawaii,15,(All),Chronic Respiratory Diseases,358,1415872
South Carolina,45,(All),Other Causes,12449,5148714
Vermont,50,(All),Alzheimer & Brain Degeneration Disease,345,536369
Kansas,20,(All),Other Accidents,1072,2913314
Arkansas,5,(All),COVID-19,3519,3017804
South Dakota,46,(All),Kidney Disease,60,884659
Connecticut,9,(All),Chronic Respiratory Diseases,1386,3565287
Mississippi,28,(All),Other Accidents,1101,2976149
Rhode Island,44,(All),COVID-19,1579,1015358
Alabama,1,(All),COVID-19,6534,4903185
Iowa,19,(All),Alzheimer & Brain Degeneration Disease,1610,3155070
Michigan,26,(All),Stroke,5168,9986857
Pennsylvania,42,(All),Cancer,27744,12801989
New York,36,(All),Stroke,6179,19453561
Minnesota,27,(All),Cancer,10033,5639632
District of Columbia,11,(All),Other Accidents,371,669933
Delaware,10,(All),Diabetes,261,973764
New Mexico,35,(All),Alzheimer & Brain Degeneration Disease,736,2096829
